Crop Type,District,Agro_Climactic_Zone,Soil_Type,Year,AREA(ha),Rainfall_Sowing_Kharif(mm),Rainfall_Peak_Kharif(mm),Rainfall_Flowering_Kharif(mm),Total_Rainfall(mm),Avg_Water_Deficit(m³/ha),Rainfall_Water_Ratio,Water_Deficit_Sowing_Kharif(m³/ha),Water_Deficit_Peak_Kharif(m³/ha),Water_Deficit_Flowering_Kharif(m³/ha),YIELD(kg/ha),N Ratio(kg/ha),P Ratio(kg/ha),K Ratio(kg/ha),Soil_PH,Soil N (kg/ha),Soill P (kg/ha),Soil K (kg/ha)
CHICKPEA,Keonjhar,North-Central Plateau Zone,Red Soil,2013,4.33,215.3,332.9,311.9,860.1,2564.032585,0.563324615,2466.233908,3699.035483,1526.828364,886.84,19,19,19,5.25,115,10,175
GROUNDNUT,Keonjhar,North-Central Plateau Zone,Red Soil,2013,3.34,215.3,332.9,311.9,860.1,2564.032585,0.563324615,2466.233908,3699.035483,1526.828364,1287.43,19,19,19,5.25,115,10,175
LINSEED,Keonjhar,North-Central Plateau Zone,Red Soil,2013,3.46,215.3,332.9,311.9,860.1,2564.032585,0.563324615,2466.233908,3699.035483,1526.828364,482.66,19,19,19,5.25,115,10,175
MAIZE,Keonjhar,North-Central Plateau Zone,Red Soil,2013,24.77,215.3,332.9,311.9,860.1,2564.032585,0.563324615,2466.233908,3699.035483,1526.828364,2418.65,19,19,19,5.25,115,10,175
MINOR PULSES,Keonjhar,North-Central Plateau Zone,Red Soil,2013,64.72,215.3,332.9,311.9,860.1,2564.032585,0.563324615,2466.233908,3699.035483,1526.828364,507.88,19,19,19,5.25,115,10,175
OILSEEDS,Keonjhar,North-Central Plateau Zone,Red Soil,2013,31.77,215.3,332.9,311.9,860.1,2564.032585,0.563324615,2466.233908,3699.035483,1526.828364,483.16,19,19,19,5.25,115,10,175
PIGEONPEA,Keonjhar,North-Central Plateau Zone,Red Soil,2013,4.94,215.3,332.9,311.9,860.1,2564.032585,0.563324615,2466.233908,3699.035483,1526.828364,890.69,19,19,19,5.25,115,10,175
RICE,Keonjhar,North-Central Plateau Zone,Red Soil,2013,175.37,215.3,332.9,311.9,860.1,2564.032585,0.563324615,2466.233908,3699.035483,1526.828364,1554.71,19,19,19,5.25,115,10,175
SESAMUM,Keonjhar,North-Central Plateau Zone,Red Soil,2013,6.48,215.3,332.9,311.9,860.1,2564.032585,0.563324615,2466.233908,3699.035483,1526.828364,381.17,19,19,19,5.25,115,10,175
SOYABEAN,Keonjhar,North-Central Plateau Zone,Red Soil,2013,0.02,215.3,332.9,311.9,860.1,2564.032585,0.563324615,2466.233908,3699.035483,1526.828364,500,19,19,19,5.25,115,10,175
SUNFLOWER,Keonjhar,North-Central Plateau Zone,Red Soil,2013,0.46,215.3,332.9,311.9,860.1,2564.032585,0.563324615,2466.233908,3699.035483,1526.828364,1304.35,19,19,19,5.25,115,10,175
CASTOR,Keonjhar,North-Central Plateau Zone,Red Soil,2014,0.05,283.4,286,188,757.4,2472.444535,0.487483972,1840.237746,4023.403751,1553.692109,600,19,19,19,5.25,115,10,175
CHICKPEA,Keonjhar,North-Central Plateau Zone,Red Soil,2014,4.14,283.4,286,188,757.4,2472.444535,0.487483972,1840.237746,4023.403751,1553.692109,891.3,19,19,19,5.25,115,10,175
GROUNDNUT,Keonjhar,North-Central Plateau Zone,Red Soil,2014,3.55,283.4,286,188,757.4,2472.444535,0.487483972,1840.237746,4023.403751,1553.692109,1321.13,19,19,19,5.25,115,10,175
LINSEED,Keonjhar,North-Central Plateau Zone,Red Soil,2014,3.84,283.4,286,188,757.4,2472.444535,0.487483972,1840.237746,4023.403751,1553.692109,486.98,19,19,19,5.25,115,10,175
MAIZE,Keonjhar,North-Central Plateau Zone,Red Soil,2014,21.3,283.4,286,188,757.4,2472.444535,0.487483972,1840.237746,4023.403751,1553.692109,2417.84,19,19,19,5.25,115,10,175
MINOR PULSES,Keonjhar,North-Central Plateau Zone,Red Soil,2014,70.5,283.4,286,188,757.4,2472.444535,0.487483972,1840.237746,4023.403751,1553.692109,515.04,19,19,19,5.25,115,10,175
OILSEEDS,Keonjhar,North-Central Plateau Zone,Red Soil,2014,36.12,283.4,286,188,757.4,2472.444535,0.487483972,1840.237746,4023.403751,1553.692109,484.5,19,19,19,5.25,115,10,175
PIGEONPEA,Keonjhar,North-Central Plateau Zone,Red Soil,2014,4.75,283.4,286,188,757.4,2472.444535,0.487483972,1840.237746,4023.403751,1553.692109,890.53,19,19,19,5.25,115,10,175
RICE,Keonjhar,North-Central Plateau Zone,Red Soil,2014,175.8,283.4,286,188,757.4,2472.444535,0.487483972,1840.237746,4023.403751,1553.692109,2347.84,19,19,19,5.25,115,10,175
SESAMUM,Keonjhar,North-Central Plateau Zone,Red Soil,2014,7.6,283.4,286,188,757.4,2472.444535,0.487483972,1840.237746,4023.403751,1553.692109,382.89,19,19,19,5.25,115,10,175
SUNFLOWER,Keonjhar,North-Central Plateau Zone,Red Soil,2014,0.58,283.4,286,188,757.4,2472.444535,0.487483972,1840.237746,4023.403751,1553.692109,1293.1,19,19,19,5.25,115,10,175
CASTOR,Keonjhar,North-Central Plateau Zone,Red Soil,2015,0.05,180.3,205.5,123.5,509.3,2493.836421,0.296981545,2271.053809,3495.534079,1714.921375,600,19,19,19,5.25,115,10,175
CHICKPEA,Keonjhar,North-Central Plateau Zone,Red Soil,2015,2.51,180.3,205.5,123.5,509.3,2493.836421,0.296981545,2271.053809,3495.534079,1714.921375,892.43,19,19,19,5.25,115,10,175
GROUNDNUT,Keonjhar,North-Central Plateau Zone,Red Soil,2015,3.43,180.3,205.5,123.5,509.3,2493.836421,0.296981545,2271.053809,3495.534079,1714.921375,1317.78,19,19,19,5.25,115,10,175
LINSEED,Keonjhar,North-Central Plateau Zone,Red Soil,2015,2.25,180.3,205.5,123.5,509.3,2493.836421,0.296981545,2271.053809,3495.534079,1714.921375,471.11,19,19,19,5.25,115,10,175
MAIZE,Keonjhar,North-Central Plateau Zone,Red Soil,2015,28.06,180.3,205.5,123.5,509.3,2493.836421,0.296981545,2271.053809,3495.534079,1714.921375,2463.29,19,19,19,5.25,115,10,175
MINOR PULSES,Keonjhar,North-Central Plateau Zone,Red Soil,2015,58.49,180.3,205.5,123.5,509.3,2493.836421,0.296981545,2271.053809,3495.534079,1714.921375,488.29,19,19,19,5.25,115,10,175
OILSEEDS,Keonjhar,North-Central Plateau Zone,Red Soil,2015,31.89,180.3,205.5,123.5,509.3,2493.836421,0.296981545,2271.053809,3495.534079,1714.921375,458.76,19,19,19,5.25,115,10,175
PIGEONPEA,Keonjhar,North-Central Plateau Zone,Red Soil,2015,4.68,180.3,205.5,123.5,509.3,2493.836421,0.296981545,2271.053809,3495.534079,1714.921375,912.39,19,19,19,5.25,115,10,175
RICE,Keonjhar,North-Central Plateau Zone,Red Soil,2015,182.9,180.3,205.5,123.5,509.3,2493.836421,0.296981545,2271.053809,3495.534079,1714.921375,1131.66,19,19,19,5.25,115,10,175
SESAMUM,Keonjhar,North-Central Plateau Zone,Red Soil,2015,7.21,180.3,205.5,123.5,509.3,2493.836421,0.296981545,2271.053809,3495.534079,1714.921375,368.93,19,19,19,5.25,115,10,175
SUNFLOWER,Keonjhar,North-Central Plateau Zone,Red Soil,2015,0.28,180.3,205.5,123.5,509.3,2493.836421,0.296981545,2271.053809,3495.534079,1714.921375,1285.71,19,19,19,5.25,115,10,175
CASTOR,Keonjhar,North-Central Plateau Zone,Red Soil,2016,0.05,0,0,0,0,2872.266423,0,2330.628523,4345.163012,1941.007735,800,19,19,19,5.25,115,10,175
CHICKPEA,Keonjhar,North-Central Plateau Zone,Red Soil,2016,3.06,0,0,0,0,2872.266423,0,2330.628523,4345.163012,1941.007735,879.09,19,19,19,5.25,115,10,175
GROUNDNUT,Keonjhar,North-Central Plateau Zone,Red Soil,2016,3.02,0,0,0,0,2872.266423,0,2330.628523,4345.163012,1941.007735,1788.08,19,19,19,5.25,115,10,175
LINSEED,Keonjhar,North-Central Plateau Zone,Red Soil,2016,2.96,0,0,0,0,2872.266423,0,2330.628523,4345.163012,1941.007735,489.86,19,19,19,5.25,115,10,175
MAIZE,Keonjhar,North-Central Plateau Zone,Red Soil,2016,22.46,0,0,0,0,2872.266423,0,2330.628523,4345.163012,1941.007735,2953.7,19,19,19,5.25,115,10,175
MINOR PULSES,Keonjhar,North-Central Plateau Zone,Red Soil,2016,69.04,0,0,0,0,2872.266423,0,2330.628523,4345.163012,1941.007735,514.92,19,19,19,5.25,115,10,175
OILSEEDS,Keonjhar,North-Central Plateau Zone,Red Soil,2016,33.7,0,0,0,0,2872.266423,0,2330.628523,4345.163012,1941.007735,480.12,19,19,19,5.25,115,10,175
PIGEONPEA,Keonjhar,North-Central Plateau Zone,Red Soil,2016,3.64,0,0,0,0,2872.266423,0,2330.628523,4345.163012,1941.007735,879.12,19,19,19,5.25,115,10,175
RICE,Keonjhar,North-Central Plateau Zone,Red Soil,2016,192.84,0,0,0,0,2872.266423,0,2330.628523,4345.163012,1941.007735,2189.64,19,19,19,5.25,115,10,175
SAFFLOWER,Keonjhar,North-Central Plateau Zone,Red Soil,2016,0.01,0,0,0,0,2872.266423,0,2330.628523,4345.163012,1941.007735,1000,19,19,19,5.25,115,10,175
SESAMUM,Keonjhar,North-Central Plateau Zone,Red Soil,2016,7.22,0,0,0,0,2872.266423,0,2330.628523,4345.163012,1941.007735,318.56,19,19,19,5.25,115,10,175
SUNFLOWER,Keonjhar,North-Central Plateau Zone,Red Soil,2016,0.36,0,0,0,0,2872.266423,0,2330.628523,4345.163012,1941.007735,1111.11,19,19,19,5.25,115,10,175
CASTOR,Keonjhar,North-Central Plateau Zone,Red Soil,2017,0.04,0,0,0,0,2850.589733,0,2762.779044,3793.031027,1995.959129,500,19,19,19,5.25,115,10,175
CHICKPEA,Keonjhar,North-Central Plateau Zone,Red Soil,2017,2.5,0,0,0,0,2850.589733,0,2762.779044,3793.031027,1995.959129,816,19,19,19,5.25,115,10,175
GROUNDNUT,Keonjhar,North-Central Plateau Zone,Red Soil,2017,8.16,0,0,0,0,2850.589733,0,2762.779044,3793.031027,1995.959129,1866.42,19,19,19,5.25,115,10,175
LINSEED,Keonjhar,North-Central Plateau Zone,Red Soil,2017,1.5,0,0,0,0,2850.589733,0,2762.779044,3793.031027,1995.959129,500,19,19,19,5.25,115,10,175
MAIZE,Keonjhar,North-Central Plateau Zone,Red Soil,2017,24.42,0,0,0,0,2850.589733,0,2762.779044,3793.031027,1995.959129,2841.93,19,19,19,5.25,115,10,175
MINOR PULSES,Keonjhar,North-Central Plateau Zone,Red Soil,2017,64.71,0,0,0,0,2850.589733,0,2762.779044,3793.031027,1995.959129,520.63,19,19,19,5.25,115,10,175
OILSEEDS,Keonjhar,North-Central Plateau Zone,Red Soil,2017,34.66,0,0,0,0,2850.589733,0,2762.779044,3793.031027,1995.959129,748.12,19,19,19,5.25,115,10,175
PIGEONPEA,Keonjhar,North-Central Plateau Zone,Red Soil,2017,2.91,0,0,0,0,2850.589733,0,2762.779044,3793.031027,1995.959129,890.03,19,19,19,5.25,115,10,175
RICE,Keonjhar,North-Central Plateau Zone,Red Soil,2017,188.36,0,0,0,0,2850.589733,0,2762.779044,3793.031027,1995.959129,2097.26,19,19,19,5.25,115,10,175
SESAMUM,Keonjhar,North-Central Plateau Zone,Red Soil,2017,6.81,0,0,0,0,2850.589733,0,2762.779044,3793.031027,1995.959129,399.41,19,19,19,5.25,115,10,175
SUNFLOWER,Keonjhar,North-Central Plateau Zone,Red Soil,2017,0.18,0,0,0,0,2850.589733,0,2762.779044,3793.031027,1995.959129,1333.33,19,19,19,5.25,115,10,175
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,8.16,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,517.16,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,4.49,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,750.56,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,1.53,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,209.15,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,9.05,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,1007.73,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,2.38,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,491.6,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,60.82,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,1175.76,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,147.87,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,476.23,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,167.79,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,542.52,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,31.61,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,832.33,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,438.41,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,1295.07,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,0.43,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,720.93,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,36.47,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,539.9,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1993,0.37,217.4,329.9,271.7,819,2351.118847,0.54056045,2128.093611,3410.168734,1515.094195,648.65,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,8.5,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,522.35,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,4.92,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,666.67,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,4.07,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,272.73,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,9.32,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,1356.22,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,2.73,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,523.81,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,59.44,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,1344.21,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,148.99,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,596.42,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,169.89,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,539.11,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,34.03,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,794.59,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,429.42,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,1350.99,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,0.48,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,395.83,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,39.46,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,562.09,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1994,0.3,156.9,235.3,230.1,622.3,2204.267452,0.389609116,1975.760408,3039.800059,1597.241888,600,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,8.62,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,515.08,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,4.94,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,720.65,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,6.29,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,402.23,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,11.07,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,1429.99,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,3.2,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,568.75,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,45.84,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,1625.87,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,154.01,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,588.4,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,177.95,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,590.05,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,34.13,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,832.7,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,418.19,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,1344.05,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,0.4,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,450,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,38.21,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,618.69,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1995,0.25,150.3,323,227.1,700.4,2543.085058,0.477352258,2483.964184,3678.030726,1467.260264,640,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,8.31,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,397.11,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,4.55,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,424.18,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,11.44,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,359.27,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,13.38,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,952.17,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,2.78,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,190.65,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,58.03,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,977.77,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,108.39,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,355.84,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,164.2,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,350.24,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,24.41,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,352.72,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,433.23,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,1385.64,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,0.41,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,463.41,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,36.07,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,300.53,18,18,18,5.15,105,8,145
SOYABEAN,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,1.54,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,246.75,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1996,0.27,197.8,325.2,217.3,740.3,2554.638507,0.396018751,2299.225903,3495.333689,1869.355929,370.37,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,6.96,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,359.2,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,5.76,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,385.42,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,12.7,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,336.22,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,18.01,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,907.27,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,3.42,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,190.06,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,64.71,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,1209.7,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,89.16,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,291.72,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,168.91,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,339.41,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,29.19,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,337.79,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,405.2,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,1079.94,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,0.45,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,311.11,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,37.04,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,239.2,18,18,18,5.15,105,8,145
SOYABEAN,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,1.2,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,241.67,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1997,1.16,177,154.2,234.9,566.1,2262.198368,0.350412192,2176.89034,2994.178783,1615.525982,232.76,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,6.3,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,317.46,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,3.29,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,364.74,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,16.22,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,392.73,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,13.78,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,1376.63,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,3.91,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,214.83,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,62.59,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,1212.65,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,85.01,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,284.08,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,147.64,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,349.23,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,28.8,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,338.19,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,429.06,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,1475.55,18,18,18,5.15,105,8,145
