Crop Type,District,Agro_Climactic_Zone,Soil_Type,Year,AREA(ha),Rainfall_Sowing_Kharif(mm),Rainfall_Peak_Kharif(mm),Rainfall_Flowering_Kharif(mm),Total_Rainfall(mm),Avg_Water_Deficit(m³/ha),Rainfall_Water_Ratio,Water_Deficit_Sowing_Kharif(m³/ha),Water_Deficit_Peak_Kharif(m³/ha),Water_Deficit_Flowering_Kharif(m³/ha),YIELD(kg/ha),N Ratio(kg/ha),P Ratio(kg/ha),K Ratio(kg/ha),Soil_PH,Soil N (kg/ha),Soill P (kg/ha),Soil K (kg/ha)
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,0.44,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,250,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,35.73,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,220.26,18,18,18,5.15,105,8,145
SOYABEAN,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,2.87,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,223,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1998,1.51,193.3,251.9,240.2,685.4,2302.211972,0.437000694,1761.01527,3577.202083,1568.418563,245.03,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,6.46,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,390.09,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,4.82,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,412.86,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,17.4,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,295.98,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,26.21,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,1581.08,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,2.96,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,192.57,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,68.24,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,1138.92,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,85.95,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,312.39,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,154.98,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,496.06,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,25.03,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,576.51,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,450.5,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,1432.83,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,0.37,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,216.22,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,33.61,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,218.98,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,1999,0.52,136.1,199.1,198.5,533.7,2504.478961,0.346547587,2601.779454,3371.609193,1540.048236,519.23,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,6.5,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,356.92,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,4.26,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,415.49,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,10.05,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,386.07,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,10.74,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,1377.09,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,2.8,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,185.71,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,70.49,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,1507.16,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,69.51,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,271.47,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,133.37,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,350.08,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,32.26,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,701.49,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,467.32,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,1149.98,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,0.07,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,142.86,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,15.44,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,293.39,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2000,0.44,267.3,250.3,200.7,718.3,2483.60928,0.336427501,2293.62255,3022.124188,2135.081102,363.64,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,6.13,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,388.25,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,4.73,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,420.72,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,15.63,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,255.92,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,20.21,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,1932.21,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,3.08,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,198.05,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,64.11,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,1312.9,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,97.8,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,327.91,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,155.06,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,476.85,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,32.33,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,631.61,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,470.69,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,1333.09,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,0.54,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,240.74,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,38.56,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,257.26,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2001,0.78,220.8,197.2,218.4,636.4,2453.432311,0.351984709,2172.647833,3379.616012,1808.033088,333.33,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,4.81,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,318.09,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,3.41,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,187.68,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,7.81,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,414.85,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,3.75,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,1280,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,2.05,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,170.73,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,62.26,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,1172.18,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,57.17,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,254.15,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,91.67,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,224.17,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,28.76,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,609.53,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,429.82,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,742.54,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,0.36,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,194.44,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,8.02,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,198.25,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2002,0.44,136.3,248.8,242,627.1,2210.371515,0.44562683,2112.415511,3111.467788,1407.231247,295.45,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,4.84,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,336.78,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,5.6,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,312.5,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,11.47,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,561.46,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,20.62,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,2006.3,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,1.37,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,204.38,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,69.54,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,1264.45,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,81.39,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,317.36,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,154.32,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,464.04,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,30.51,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,719.44,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,434.5,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,1580.97,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,0.45,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,200,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,45.73,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,246.67,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2003,0.58,250.6,189.3,212.5,652.4,2386.54947,0.440609672,1997.06201,3681.910778,1480.675621,603.45,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,4.55,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,345.05,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,5.83,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,394.51,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,15.9,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,489.94,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,25.05,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,2251.5,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,3.2,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,200,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,76.1,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,1645.73,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,83.93,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,325.87,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,157.78,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,575.67,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,29.43,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,606.18,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,459.67,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,1454.78,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,0.49,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,551.02,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,48.06,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,230.34,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2004,0.55,177,261.3,227.2,665.5,2502.916935,0.406451344,2154.069049,3717.339401,1637.342355,581.82,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,3.82,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,363.87,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,6.06,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,488.45,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,17.52,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,502.85,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,6.13,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,1572.59,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,2.95,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,352.54,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,74.91,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,2124.95,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,113.26,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,380.89,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,127.67,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,402.52,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,28.23,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,765.85,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,452.27,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,1407.01,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,0.44,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,545.45,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,38.77,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,378.9,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2005,0.65,123.4,249.2,246.3,618.9,2684.947115,0.407704189,2890.033811,3646.79517,1518.012364,661.54,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,3.98,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,391.96,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,5.74,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,491.29,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,15.62,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,352.75,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,17.79,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,2110.74,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,3.05,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,370.49,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,76.98,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,2338.27,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,118.12,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,400.36,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,140.74,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,584.55,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,28.3,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,878.09,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,448.8,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,1510.09,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,0.42,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,547.62,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,40.65,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,384.01,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2006,0.74,248.1,281.3,238.1,767.5,2236.935832,0.535801458,2193.704756,3084.669162,1432.433579,675.68,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,4.08,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,394.61,18,18,18,5.15,105,8,145
CHICKPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,6.07,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,490.94,18,18,18,5.15,105,8,145
COTTON,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,11.42,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,704.9,18,18,18,5.15,105,8,145
GROUNDNUT,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,20.71,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,2136.65,18,18,18,5.15,105,8,145
LINSEED,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,3.12,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,448.72,18,18,18,5.15,105,8,145
MAIZE,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,84.44,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,3732,18,18,18,5.15,105,8,145
MINOR PULSES,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,121.37,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,415.75,18,18,18,5.15,105,8,145
OILSEEDS,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,137.88,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,648.53,18,18,18,5.15,105,8,145
PIGEONPEA,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,31.51,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,756.9,18,18,18,5.15,105,8,145
RICE,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,443.85,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,1700.21,18,18,18,5.15,105,8,145
SAFFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,0.5,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,560,18,18,18,5.15,105,8,145
SESAMUM,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,37.9,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,431.13,18,18,18,5.15,105,8,145
SUNFLOWER,Koraput,Eastern Ghat High Land,Lateritic Soil,2007,0.92,167.3,301.7,215.1,684.1,2404.810325,0.448986307,1917.967538,3772.808953,1523.654484,684.78,18,18,18,5.15,105,8,145
CASTOR,Koraput,Eastern Ghat High Land,Lateritic Soil,2008,3.98,278.4,261.2,192.5,732.1,2158.264322,0.473570721,2115.875759,2813.002378,1545.914829,389.45,18,18,18,5.15,105,8,145
